occupation,hisco,STATUS,PRODUCT,RELATION,id,comment,title_hisco,checking_needed,RANK,SECTOR,INDUSTRY,drop,engl_descr
meiereipächter,,"Lease-holder, share-cropper",,,3618,,,,,A,1,0,
wiedemuthspächter,,"Lease-holder, share-cropper",,,6136,,,,,A,1,0,
haubergsbesitzer,,"Owner, proprietor",,,2174,,,,,A,1,0,
gärtner,62700,,,,1604,,Nursery and Garden Workers unspecified,0,,A,1,0,
stadtgärtner,62700,,,,1604,,Nursery and Garden Workers unspecified,0,,A,1,0,
viertelhufner,,,,,5879,,,,,A,1,0,
erbpächter,61110,"Lease-holder, share-cropper",,,1229,,,,,A,1,0,
spargelzüchter,,,,,5128,,,,,A,1,0,
grundbesitzer,-1,"Owner, proprietor",,,1998,,*estate owner,0,,A,1,0,
halbbauer,,,,,2105,,,,,A,1,0,
landmann,,,,,3258,,,,,A,1,0,
arröer,,,,,172,,,,,A,1,0,
weinbauer,,,,,6090,,,,,A,1,0,
hofpächter,,"Lease-holder, share-cropper",,,2326,,,,,A,1,0,
hintersasse,,,,,2281,,,,,A,1,0,
halbkossat,,,,,2114,,,,,A,1,0,
ackerwirt,61110,,,,28,,General Farmer,0,,A,1,0,
rübenbauer,,,,,4674,,,,,A,1,0,
halbinste,,,,,2111,,,,,A,1,0,
schafhalter,,,,,4773,,,,,A,1,0,
halbkossäthe,,,,,2113,,,,,A,1,0,
kossäthe,,,,,3017,,,,,A,1,0,
molkereiinhaber,,"Owner, proprietor",,,3749,,,,,A,1,0,
instebesitzer,,"Owner, proprietor",,,2542,,,,,A,1,0,
weingärtner,,,,,6095,,,,,A,1,0,
oberamtmann,21230,,,,88,,Farm Manager,0,,A,1,1,estate manager
pächter,61110,"Lease-holder, share-cropper",,,4068,"assumed to refer to agriculture; http://www.zeno.org/Georges-1910/A/Pachter,+P%C3%A4chter?hl=pachter",General Farmer,0,,A,1,0,
schäfereibesitzer,21230,"Owner, proprietor",,,4762,,Farm Manager,0,,A,1,0,
schäfereidirektor,21230,"Owner, proprietor",,,4762,,Farm Manager,0,,A,1,0,
achtelhufner,,,,,22,,,,,A,1,0,
parzellenbesitzer,,"Owner, proprietor",,,4117,,,,,A,1,0,
schäfereipächter,,"Lease-holder, share-cropper",,,4763,,,,,A,1,0,
amtsrat,21230,,,,107,assumed to refer to agricultural manager,Farm Manager,0,,A,1,0,
vorwerkspächter,,"Lease-holder, share-cropper",,,5931,,,,,A,1,0,
netzmacher,,,,,3863,,,,,A,1,0,
ackerbürger,61110,,,,24,,General Farmer,0,,A,1,0,
ackerer,,,,,25,,,,,A,1,0,
köllmer,,,,,2910,,,,,A,1,0,
rittergutspächter,,"Lease-holder, share-cropper",,,4633,,,,,A,1,0,
markkötter,,,,,3524,,,,,A,1,0,
vitalpächter,,"Lease-holder, share-cropper",,,5891,,,,,A,1,0,
faselhalter,,,,,1320,,,,,A,1,0,
ziegenbockhalter,,,,,6271,,,,,A,1,0,
rittergutsbesitzer,-1,"Owner, proprietor",,,4632,,*estate owner,0,,A,1,0,
farrenhalter,,,,,1315,,,,,A,1,0,
brinksitzer,,,,,663,,,,,A,1,0,
hufebwirt,,,,,2470,,,,,A,1,0,
milchwirtschaftsinhaber,,"Owner, proprietor",,,3680,,,,,A,1,0,
kleinkossäthe,,,,,2867,,,,,A,1,0,
halbkäthner,,,,,2112,,,,,A,1,0,
sackbauer,,,,,4690,,,,,A,1,0,
bestandschäfer,,,,,412,,,,,A,1,0,
käsereibesitzer,,"Owner, proprietor",,,2612,,,,,A,1,0,
kolonatpächter,,"Lease-holder, share-cropper",,,2938,,,,,A,1,0,
ackerpächter,,"Lease-holder, share-cropper",,,26,,,,,A,1,0,
spargelbauer,,,,,5127,,,,,A,1,0,
hufenbesitzer,,"Owner, proprietor",,,2468,,,,,A,1,0,
viehhalter,62420,,,,5878,might underestimate social status,Beef Cattle Farm Worker,1,,A,1,0,
viehmäster,62420,,,,,might underestimate social status,Beef Cattle Farm Worker,1,,A,1,0,
stavener,,,,,5301,,,,,A,1,0,
halbspänner,,,,,2117,,,,,A,1,0,
probsteigutspächter,,"Lease-holder, share-cropper",,,4421,,,,,A,1,0,
winzer,,,,,6163,,,,,A,1,0,
söldner,,,,,5109,,,,,A,1,0,
tabakspflanzer,,,,,5519,,,,,A,1,0,
großkossäthe,,,,,1991,,,,,A,1,0,
obstgärtner,,,,,3962,,,,,A,1,0,
hufner,,,,,2471,,,,,A,1,0,
vollerbe,,,,,5908,,,,,A,1,0,
hopfengärtner,,,,,2424,,,,,A,1,0,
bullenhalter,,,,,729,,,,,A,1,0,
großbüdner,,,,,1989,,,,,A,1,0,
abbauer,,,,,2,,,,,A,1,0,
klenganstalt,,Business,,,2870,,,,,A,2,0,
anlagengärtner,62740,,,,128,,,,,A,2,0,
landschaftgärtner,62740,,,,3264,,,,,A,2,0,
obstbaumzüchter,62730,,,,3954,,,,,A,2,0,
kranzmacher,62790,,,,3045,,,,,A,2,0,
baumzüchter,62320,,,,362,,Orchard Worker,0,,A,2,0,
kranzflechter,62790,,,,3044,,,,,A,2,0,
baumschule,62320,Business,,,347,,Orchard Worker,0,,A,2,0,
baumschulbesitzer,62320,"Owner, proprietor",,,347,,Orchard Worker,0,,A,2,0,
blumengärtner,62730,,,,569,,,,,A,2,0,
bouquetmacher,62730,,,,617,,,,,A,2,0,
kranzbinder,62790,,,,3043,,,,,A,2,0,
inhaber einer baumschule,62320,"Owner, proprietor",,,347,,Orchard Worker,0,,A,2,0,
kunstgärtner,62740,,,,3144,"could also refer to landscape artists etc., here coded as gardener",Gardener,0,,A,2,0,
baumgärtner,62320,,,,345,,,,,A,2,0,
handelsgärtner,62720,,,,2131,,Market Garden Worker,0,,A,2,0,
kanarienvogelzüchter,62990,,,,2678,,,,,A,3,0,
hundezüchter,62490,,,,2477,,,,,A,3,0,
seidenraupenzüchter,62930,,,,5023,,,,,A,3,0,
blutegelzüchter,62990,,,,577,,,,,A,3,0,
bienenhalter,62920,,,,467,,,,,A,3,0,
hundedressierer,62490,,,,2473,,,,,A,3,0,
bienenzüchter,62920,,,,466,,,,,A,3,0,
stubenvogelzüchter,62990,,,,5484,,,,,A,3,0,
singvogelzüchter,62990,,,,5104,,,,,A,3,0,
vorsteher eines aquariums,64990,,,,151,,,,,A,3,0,
krapfenzüchter,64290,,,,2724,,,,,A,3,0,
vorsteher eines zoologischen gartens,62490,,,,6321,,,,,A,3,0,
fischzüchter,64920,,,,1458,,Fish Farm Worker,0,,A,3,0,
holzknecht,63230,,,,2384,,,,c,A,4,0,
waldhauer,63230,,,,6009,,,,c,A,4,0,
reviergehilfe,64990,,,,4610,,,,c,A,4,0,
jagdhüter,64960,,,,2505,,,,c,A,4,0,
forstwart,63290,,,,1554,,,,c,A,4,0,
forstauditor,21110,,,,1529,,,,a,A,4,0,
forstschutzwächter,63290,,,,1550,,,,c,A,4,0,
parkaufseher,63230,,,,4110,low-ranked,Forestry Worker,0,c,A,4,0,
leibschütz,64960,,,,3349,,,,c,A,4,0,
holzer,63230,,,,2362,,,,c,A,4,0,
stationsjäger,64960,,,,5284,,,,c,A,4,0,
wirklicher forstmeister,21110,,,,1540,,,,a,A,4,0,
waldwärter,63290,,,,6016,,,,c,A,4,0,
vizeoberjägermeister,21110,,,,5898,,,,a,A,4,0,
forstbeamter,22690,,,,0,,,,b,A,4,0,
unterförster,22690,,,,5817,,,,b,A,4,0,
jäger,64960,,,,2494,,Trapper and Hunter,,c,A,4,1,hunter
jagdstellmann,64960,,,,2508,,,,c,A,4,0,
metermeister,63230,,,,3669,,,,c,A,4,0,
oberförsterkandidat,21110,,,,3898,,,,a,A,4,0,
jägermeister,21110,,,,2497,,,,a,A,4,0,
büchsenspanner,64990,,,,714,,,,c,A,4,0,
forsthutgehilfe,63220,,,,1534,,,,c,A,4,0,
forstschutzgehilfe,63290,,,,1549,,,,c,A,4,0,
landforstmeister,63220,,,,3242,high-ranking,Forest Supervisor,0,a,A,4,0,
forstrentamtmann,21110,,,,1546,,,,a,A,4,0,
heideläufer,63290,,,,2241,,,,c,A,4,0,
wildparkförster,63290,,,,6150,,,,c,A,4,0,
forstrentamtsexpedient,31000,,,,1547,,,,b,A,4,0,
oberpiqueur,64990,,,,4238,,,,c,A,4,0,
holzhacker,63230,,,,2379,,,,c,A,4,0,
wildknecht,64990,,,,6146,,,,c,A,4,0,
buschwärter,63290,,,,749,,,,c,A,4,0,
koppelmeister,,,,,2990,,,,c,A,4,0,
holzhauermeister,63230,,,,2381,,,,c,A,4,0,
forstarbeiter,63230,,,,1526,,,,c,A,4,0,
rottmeister,63230,,,,4669,,,,c,A,4,0,
forstassessor,21110,,,,1527,,,,a,A,4,0,
hofjagdrat,31090,,,,2303,mid-level,Government Executive Officials not Elsewhere Classified,0,b,A,4,0,
holzgartenverwalter,22690,,,,2371,,,,b,A,4,0,
revierjäger,64960,,,,4611,,,,c,A,4,0,
holzwärter,63230,,,,2418,,,,c,A,4,0,
stadtförster,31000,,,,5228,,,,b,A,4,0,
wildwärter,64990,,,,6155,,"Other Fishermen, Hunters and Related Workers",0,c,A,4,0,
tierwärter,64990,,,,6155,,"Other Fishermen, Hunters and Related Workers",0,c,A,4,0,
waldschütz,63290,,,,6015,,,,c,A,4,0,
jagdzeuginspektor,22690,,,,2513,,,,b,A,4,0,
holzgeldereinnehmer,31000,,,,2373,,"Other Fishermen, Hunters and Related Workers",,b,A,4,0,
jagdjunker,21110,,,,2506,,,,a,A,4,0,
oberforstmeistereiexpedient,31000,,,,3899,,,,b,A,4,0,
maltermeister,63230,,,,3501,,,,c,A,4,0,
förster,63220,,,,1516,mid-ranking forestry supervisor; may overestimate social status,Forest Supervisor,0,b,A,4,0,
forstinspektor,21110,,,,1535,,,,a,A,4,0,
stadtjäger,64960,,,,5232,,,,c,A,4,0,
wildmeister,64990,,,,6147,,,,c,A,4,0,
forsttaxationskommissar,21110,,,,1552,,,,a,A,4,0,
pflanzensetzer,63290,,,,4196,,,,c,A,4,0,
wildparkwächter,64990,,,,6152,,,,c,A,4,0,
forstassistent,31000,,,,1528,,,,b,A,4,0,
oberjäger,58225,,,,3907,,Military Policeman,0,c,A,4,1,"military police, forest protection"
obertreiber,64990,,,,,assumed to refer to a Jagdtreiber,"Other Fishermen, Hunters and Related Workers",0,c,A,4,0,
koppelwärter,,,,,2991,,,,c,A,4,0,
stockroder,63230,,,,5408,,,,c,A,4,0,
hofkammerförster,22690,,,,2308,,,,b,A,4,0,
holzmacher,63230,,,,2388,,,,c,A,4,0,
forstkulturarbeiter,63230,,,,1536,,,,c,A,4,0,
wildparkaufseher,64990,,,,6149,,,,c,A,4,0,
oberstjägermeister,21110,,,,2500,,,,a,A,4,0,
hofjägermeister,21110,,,,2498,,,,a,A,4,0,
holzarbeiter,63230,,,,2350,,,,c,A,4,0,
hofjäger,64960,,,,2302,low level,Trapper and Hunter,0,c,A,4,0,
klaftenschläger,63230,,,,2836,,,,c,A,4,0,
oberjägermeister,20210,,,,2499,high-ranking,Government Administrator,0,a,A,4,0,
jagdzeugwagenmeister,22690,,,,2514,,,,b,A,4,0,
beiförster,22690,,,,379,,,,b,A,4,0,
forstaccessist,31000,,,,1524,,,,b,A,4,0,
forsthüter,63220,,,,1533,,,,c,A,4,0,
holzvogt,63230,,,,2414,,,,c,A,4,0,
forstwärter,63290,,,,1553,,,,c,A,4,0,
revierförster,31000,,,,4609,,,,b,A,4,0,
forstmeister,63220,,,,1538,high-ranking,Forest Supervisor,0,a,A,4,0,
forstgensdarm,63220,,,,1532,,,,c,A,4,0,
parkwächter,63290,,,,4114,,,,c,A,4,0,
jagdgehilfe,64960,,,,2502,,,,c,A,4,0,
waldhacker,63230,,,,6008,,,,c,A,4,0,
oberforstmeistereischreiber,31000,,,,3900,,,,b,A,4,0,
forstreferendar,31000,,,,1545,,,,b,A,4,0,
forstaufseher,63220,,,,1530,,,,c,A,4,0,
forstoberwachtmeister,22690,,,,1541,,,,b,A,4,0,
wildheger,64990,,,,6139,,,,c,A,4,0,
jagdwärter,64960,,,,2509,,,,c,A,4,0,
forstrentamtsschreiber,31000,,,,1548,,,,b,A,4,0,
kreisforstmeister,21110,,,,3067,,,,a,A,4,0,
waldaufseher,63220,,,,6005,,,,c,A,4,0,
holzhauer,63110,,,,2380,,Logger (General),0,c,A,4,0,
forstpraktikant,31000,,,,1542,,,,b,A,4,0,
waldhüter,63230,,,,6011,,,,c,A,4,0,
fasaneriewächter,,,,,1319,,,,c,A,4,0,
hegemeister,22690,,,,2240,,,,b,A,4,0,
jagdzeugjäger,64990,,,,2512,,,,c,A,4,0,
wildfütterer,64990,,,,6138,,,,c,A,4,0,
oberforstmeister,63220,,,,1539,high-ranking,Forest Supervisor,0,a,A,4,0,
tiergartenjäger,64960,,,,5658,,,,c,A,4,0,
findejäger,22690,,,,1442,,,,b,A,4,0,
holzaufseher,63220,,,,2351,,,,c,A,4,0,
tristmeister,22690,,,,5730,,,,b,A,4,0,
fasanenjäger,,,,,1316,,,,c,A,4,0,
fasanenmeister,,,,,1317,,,,b,A,4,0,
revieramtsassistent,31000,,,,4608,,,,b,A,4,0,
oberforstrat,21110,,,,1544,,,,a,A,4,0,
oberförster,63220,,,,3897,high-ranking forest supervisor,Forest Supervisor,0,a,A,4,0,
inselhüter,63290,,,,2537,,,,c,A,4,0,
parkmeister,22690,,,,4113,,,,b,A,4,0,
forstsekretär,31000,,,,1551,,,,b,A,4,0,
kreiser,63290,,,,3066,,,,c,A,4,0,
jagdzeughauswagenwärter,64990,,,,2511,,,,c,A,4,0,
klaftersetzer,63230,,,,2837,,,,c,A,4,0,
jagdpächter,21110,,,,2507,,,,a,A,4,0,
wildhüter,64990,,,,6140,,,,c,A,4,0,
oberlandforstmeister,21110,,,,3243,,,,a,A,4,0,
jagdaufseher,64960,,,,2501,,,,c,A,4,0,
forstgehilfe,63230,,,,1531,,,,c,A,4,0,
waldwart,63290,,,,6017,,,,c,A,4,0,
haubergsschütze,63290,,,,2175,,,,c,A,4,0,
halbhauer,63230,,,,2109,,,,c,A,4,0,
wildparktorwart,64990,,,,6151,,,,c,A,4,0,
forstamtsassistent,31000,,,,1525,,,,b,A,4,0,
piqueur,64990,,,,4237,,,,c,A,4,0,
waldkulturarbeiter,63290,,,,6012,,,,c,A,4,0,
wildtreiber,64990,,,,6154,,,,c,A,4,0,
forstkulturaufseher,63220,,,,1537,,,,c,A,4,0,
waldkulturaufseher,63290,,,,6013,,,,c,A,4,0,
waldmeister,63220,,,,6014,,,,c,A,4,0,
leibbüchsenspanner,64990,,,,3345,,,,c,A,4,0,
holzschläger,63230,,,,2399,,,,c,A,4,0,
forstrat,21110,,,,1543,,General Manager,,a,A,4,0,
regierungsforstrat,21110,,,,0,,General Manager,,a,A,4,0,
waldarbeiter,63230,,,,6004,,,,c,A,4,0,
fasanenwärter,,,,,1318,,,,c,A,4,0,
walfischfänger,64120,,,,6025,,,,,A,5,0,
küstenfischer,64120,,,,3123,,,,,A,5,0,
flunderfischer,64120,,,,1513,,,,,A,5,0,
granatfischer,64120,,,,1969,,,,,A,5,0,
heringsfischer,64120,,,,2268,,,,,A,5,0,
seefischer,64120,,,,5002,,,,,A,5,0,
austernfischer,64120,,,,243,,,,,A,5,0,
fischer,64120,,,,1452,,Deep-Sea Fisherman,0,,A,5,1,deep-sea fisherman
grönlandsfahrer,64120,,,,1988,,,,,A,5,0,
krabbenfischer,64120,,,,3022,,,,,A,5,0,
robbenschläger,64120,,,,4635,,,,,A,5,0,
garneelenfischer,64120,,,,1662,,,,,A,5,0,
teichfischer,64130,,,,5570,,,,,A,6,0,
flußfischer,64130,,,,1514,,,,,A,6,0,
fischermeister,64130,Master,,,1451,assumed to refer to inland fisher,Inland and Coastal Water Fisherman,0,,A,6,0,
fischer,64130,,,,1451,assumed to refer to inland fisher,Inland and Coastal Water Fisherman,0,,A,6,0,inland/coastal fisherman
krebsfänger,64130,,,,3055,,,,,A,6,0,
angler,64130,,,,124,,,,,A,6,0,
salmenfangpächter,64130,,,,4720,,,,,A,6,0,
fischereipächter,64130,"Lease-holder, share-cropper",,,1450,,,,,A,6,0,
inhaber einer fischerei,64130,"Owner, proprietor",,,1451,,Inland and Coastal Water Fisherman,0,,A,6,0,
fischerei,64130,Business,,,1451,,Inland and Coastal Water Fisherman,0,,A,6,0,
perlmutterfischer,64130,,,,4151,,,,,A,6,0,
inhaber einer zinkerzgrube,,"Owner, proprietor",,,6287,,,,,B,1,0,
inhaber eines bleibergwerks,,"Owner, proprietor",,,539,,,,,B,1,0,
inhaber eines eisenbergwerks,,"Owner, proprietor",,,1169,,,,,B,1,0,
bergmann,71105,,,,0,,"Miner, General",0,,B,1,0,miner (generic)
inhaber einer eisensteingrube,,"Owner, proprietor",,,1187,,,,,B,1,0,
inhaber eines silbererzbergwerks,,"Owner, proprietor",,,5092,,,,,B,1,0,
inhaber eines pochwerks,,"Owner, proprietor",,,4264,,,,,B,1,0,
bergwerk,71105,Business,,,400,coded as Bergwerke für Metalle,"Miner, General",1,,B,1,0,
inhaber einer erzgrube,,"Owner, proprietor",,,1243,,,,,B,1,0,
bergwerk für metalle,71105,Business,,,400,,,,,B,1,0,
bleibergwerk,,Business,,,539,,,,,B,1,0,
inhaber einer eisenerzgrube,,"Owner, proprietor",,,1176,,,,,B,1,0,
eisensteingrube,,Business,,,1187,,,,,B,1,0,
zinkerzgrube,,Business,,,6287,,,,,B,1,0,
silbererzbergwerk,,Business,,,5092,,,,,B,1,0,
eisenerzgrübe,,Business,,,1176,,,,,B,1,0,
braunsteingrube,,Business,,,635,,,,,B,1,0,
inhaber eines kupferbergwerks,,"Owner, proprietor",,,3169,,,,,B,1,0,
eisenbergwerk,,Business,,,1169,,,,,B,1,0,
kupferbergwerk,,Business,,,3169,,,,,B,1,0,
pochwerk,,Business,,,4264,,,,,B,1,0,
oberbergrat,21220,Prestige titles,,,0,http://www.zeno.org/Meyers-1905/A/Bergbeamte,Production Manager (except Farm),0,,B,1,0,mining authority (honorary title)
inhaber einer kobaltgrube,,"Owner, proprietor",,,2901,,,,,B,1,0,
verfertigung von bauornamenten,,Business,,,363,,,,,B,1,0,
werkstatt für bauornamente,,Business,,,363,,,,,B,1,0,
inhaber eines zinnbergwerks,,"Owner, proprietor",,,6294,,,,,B,1,0,
inhaber einer braunsteingrube,,"Owner, proprietor",,,635,,,,,B,1,0,
aufbereitungsanstalt für erze,,Business,,,207,,,,,B,1,0,
inhaber eines bergwerks,71105,"Owner, proprietor",,,400,coded as Bergwerke für Metalle,"Miner, General",1,,B,1,0,
kobaltgrube,,Business,,,2901,,,,,B,1,0,
zinnbergwerk,,Business,,,6294,,,,,B,1,0,
erzgrube,,Business,,,1243,,,,,B,1,0,
ziegelfabrikant,,,,,6267,,,,,B,10,0,
Lehmziegel,,,,,3332,,,,,B,10,0,
Russenfeldbrenner,,,,,4683,,,,,B,10,0,
Dachziegelmacher,,,,,889,,,,,B,10,0,
Feldbackstein,,,,,1355,,,,,B,10,0,
tonröhrenfabrikant,,,,,5665,,,,,B,10,0,
Chamottestein,,,,,788,,,,,B,10,0,
Pfannenbäcker,,,,,4170,,,,,B,10,0,
Hainbäcker,,,,,2103,,,,,B,10,0,
Baustein,,,,,367,,,,,B,10,0,
ziegler,89360,,,,6275,,Brick and Tile Kilnman,0,,B,10,0,
zieglermeister,89360,Master,,,6275,,Brick and Tile Kilnman,0,,B,10,0,
ziegelei,89360,Business,,,6266,,Brick and Tile Kilnman,0,,B,10,0,
Backsteinbrenner,,,,,252,,,,,B,10,0,
inhaber einer ziegelei,89360,"Owner, proprietor",,,6266,,Brick and Tile Kilnman,0,,B,10,0,
ziegeleibesitzer,89360,"Owner, proprietor",,,6266,,Brick and Tile Kilnman,0,,B,10,0,
ziegeleipächter,89360,"Lease-holder, share-cropper",,,6266,,Brick and Tile Kilnman,0,,B,10,0,
Backsteinziegeleien,,,,,254,,,,,B,10,0,
Emaillirwerke für Thonwaaren,,,,,1212,,,,,B,10,0,
Trottoirstein,,,,,5739,,,,,B,10,0,
Barnstein,,,,,319,,,,,B,10,0,
Mauerziegel,,,,,3590,,,,,B,10,0,
Drainröhren,,,,,1017,,,,,B,10,0,
ziegelbrenner,89360,,,,6264,,Brick and Tile Kilnman,0,,B,10,0,
glasermeister,95720,Master,,,1893,,Building Glazier,0,,B,100,0,
glaser,95720,,,,1893,,Building Glazier,0,,B,100,0,
maler,93120,,,,3497,may also include artistic painters,Building Painter,0,,B,101,0,
malerei,93120,Business,,,3497,may also include artistic painters,Building Painter,0,,B,101,0,
malermeister,93120,Master,,,3497,may also include artistic painters,Building Painter,0,,B,101,0,
dekorationsmaler,93120,,,,0,,Building Painter,0,,B,101,0,
schildermaler,93950,,,,4833,,Sign Painter,0,,B,101,0,
stubenbohner,55220,,,,5481,,Charworker,1,,B,101,0,
anstreicher,93120,,,,132,,Building Painter,0,,B,101,0,
bohner,55220,,,,588,"refers to a floor polisher, here coded as cleaner",Charworker,1,,B,101,0,
stuckateur,95510,,,,5485,,"Plasterer, General",0,,B,101,0,
stuccateur,95510,,,,5485,,"Plasterer, General",0,,B,101,0,
werkstatt für stuckarbeit,95510,Business,,,5485,,"Plasterer, General",0,,B,101,0,
frotteur,55220,,,,1584,http://www.zeno.org/Brockhaus-1911/A/Frottieren?hl=frotteur,Charworker,0,,B,101,0,floor polisher
stubenmaler,93120,,,,3497,,Building Painter,0,,B,101,0,
zimmermaler,93120,,,,3497,,Building Painter,0,,B,101,0,
dachdeckermeister,95300,,,,885,,"Roofer, Specialisation Unknown",0,,B,102,0,
dachdecker,95300,,,,885,,"Roofer, Specialisation Unknown",0,,B,102,0,
schieferdecker,95320,,,,4805,,Slate and Tile Roofer,0,,B,102,0,
ratsbrunnenbaumeister,95955,Master,,,688,,Well Digger,0,,B,103,0,
ratsbrunnenmeister,95955,Master,,,688,,Well Digger,0,,B,103,0,
steinsetzer,95160,,,,5335,,Paviour,0,,B,103,0,
steinsetzerpolier,95160,Principal,,,5335,,Paviour,0,,B,103,0,
steinsetzpolier,95160,Principal,,,5335,,Paviour,0,,B,103,0,
asphaltleger,97460,,,,189,,Tar-Spreading Machine Operator,1,,B,103,0,
brunnenbauer,95955,,,,688,,Well Digger,0,,B,103,0,
brunnenbaumeister,95955,Master,,,688,,Well Digger,0,,B,103,0,
asphaltschläger,,,,,191,,,,,B,103,0,
asphaltierer,97460,,,,189,,Tar-Spreading Machine Operator,1,,B,103,0,
asphalteur,97460,,,,189,,Tar-Spreading Machine Operator,1,,B,103,0,
brunnenmeister,95955,Master,,,690,assumed to refer to a master well digger,Well Digger,0,,B,103,0,
steinsetzmeister,95160,Master,,,5335,,Paviour,0,,B,103,0,
rohrleger,95950,,,,4637,BZ1882 code may be wrong,Pipe Layer,0,,B,103,0,
röhrenmeister,95950,Master,,,4637,BZ1882 code may be wrong,Pipe Layer,0,,B,103,0,
wasserrohrleger,95950,,,,4637,BZ1882 code may be wrong,Pipe Layer,0,,B,103,0,
gasrohrleger,95950,,,,4637,BZ1882 code may be wrong,Pipe Layer,0,,B,103,0,
gasanleger,95950,,,,0,BZ1882 code may be wrong,Pipe Layer,0,,B,103,0,
brunnenmacher,95955,,,,690,,Well Digger,0,,B,103,0,
gasleger,87120,,,,6058,coded as Gasinstallateur,Gas Pipe Fitter,0,,B,104,0,
schornsteinfeger,55240,,,,4909,,Chimney Sweep,0,,B,105,0,
ratsschornsteinfeger,55240,,,,4909,,Chimney Sweep,0,,B,105,0,
backofensetzer,95130,,,,3999,,Firebrick Layer,0,,B,105,0,
schornsteinfegermeister,55240,Master,,,4909,,Chimney Sweep,0,,B,105,0,
ratsschornsteinfegermeister,55240,Master,,,4909,,Chimney Sweep,0,,B,105,0,
ofensetzer,95130,,,,3999,,Firebrick Layer,0,,B,105,0,
ofenbaumeister,95130,Master,,,3994,,Firebrick Layer,0,,B,105,0,
stereotypeur,92320,,,,5356,,Stereotyper,0,,B,106,0,
notenstecher,92120,,,,3880,,Hand Compositor,1,,B,106,0,
holzschneider,81945,,,,2403,,Wood Carver,0,,B,106,0,
blendholzschneider,81945,,,,2403,,Wood Carver,0,,B,106,0,
holzschneidekünstler,81945,,,,2403,,Wood Carver,0,,B,106,0,
xylographer,92430,,,,6215,,"Wood, Rubber or Linoleum Block Engraver (Hand)",0,,B,106,0,
schriftgießer,92140,,,,4925,,Type-casting Machine-Operator,0,,B,106,0,
inhaber einer xylographischen anstalt,92430,"Owner, proprietor",,,6215,,"Wood, Rubber or Linoleum Block Engraver (Hand)",0,,B,106,0,
besitzer eines ateliers für holzstich,92430,"Owner, proprietor",,,6215,,"Wood, Rubber or Linoleum Block Engraver (Hand)",0,,B,106,0,
xylographische anstalt,92430,Business,,,6215,,"Wood, Rubber or Linoleum Block Engraver (Hand)",0,,B,106,0,
schriftgießerei,92140,Business,,,4925,,Type-casting Machine-Operator,0,,B,106,0,
inhaber einer schriftgießerei,92140,"Owner, proprietor",,,4925,,Type-casting Machine-Operator,0,,B,106,0,
schriftgießereibesitzer,92140,"Owner, proprietor",,,4925,,Type-casting Machine-Operator,0,,B,106,0,
illuminierer,93920,,,,2517,http://www.zeno.org/Lueger-1904/A/Illumination?hl=illumination,Brush-Painter (except Construction),0,,B,107,0,
stickmusterverlag,79570,Business,,,5385,,Machine Embroiderer,0,,B,107,0,
buch- und steindruckerei,92110,Business,,,696,,"Printer, General",0,,B,107,0,
inhaber einer buchdruckerei,92110,"Owner, proprietor",,,696,,"Printer, General",0,,B,107,0,
buchdruckereibesitzer,92110,"Owner, proprietor",,,696,,"Printer, General",0,,B,107,0,
lithographer,92415,,,,3409,,Lithographer,0,,B,107,0,
steinzeichner,92415,,,,3409,,Lithographer,0,,B,107,0,
kunstlithographer,92415,,,,3409,,Lithographer,0,,B,107,0,
aquarellbilddrucker,92110,,,,150,,"Printer, General",0,,B,107,0,
ölfarbendruckereibesitzer,92110,"Owner, proprietor",,,0,,"Printer, General",0,,B,107,0,
farbendruckinstitut,92110,Business,,,0,,"Printer, General",0,,B,107,0,
steindruckerei,92415,Business,,,5311,,Lithographer,0,,B,107,0,
kunstdrucker,16190,,,,3141,,"Other Sculptors, Painters and Related Artists",0,,B,107,0,
linieranstalt,93950,Business,,,3403,,Sign Painter,1,,B,107,0,
stickmusterverleger,79570,"Owner, proprietor",,,5385,,Machine Embroiderer,0,,B,107,0,
